"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1311",0,0,0,1,1,2,4,3,0
"1312",0,0,0,1,4,3,3,3,2
"1313",0,0,0,2,5,5,4,0,1
"1314",0,0,0,0,6,3,0,2,1
"1315",0,0,0,2,1,1,2,3,1
"1316",0,0,0,1,1,2,0,2,0
"1317",0,0,0,5,0,0,0,1,0
"1318",0,0,0,4,4,2,1,2,1
"1319",0,0,0,3,4,1,2,0,0
"1320",0,0,0,4,2,1,4,0,0
"1321",0,0,0,3,3,2,3,4,2
"1322",0,0,0,3,2,4,2,2,2
"1323",0,0,0,1,2,4,3,2,2
"1324",0,0,0,1,0,1,1,2,2
"1325",0,0,0,0,5,2,0,1,1
"1326",0,0,0,1,3,3,1,6,0
"1327",0,0,0,3,6,0,0,3,3
"1328",0,0,0,1,3,2,3,0,1
"1329",0,0,0,2,1,0,0,0,1
"1330",0,0,0,2,1,0,2,1,1
"1331",0,0,0,4,4,3,1,3,4
"1332",0,0,0,3,2,1,2,1,4
"1333",0,0,0,0,0,2,2,0,1
"1334",0,0,0,0,1,2,2,1,2
"1335",0,0,0,3,1,2,1,2,2
"1336",0,0,0,1,2,2,2,0,2
"1337",0,0,0,1,3,1,1,0,3
"1338",0,0,0,2,4,4,0,4,1
"1339",0,0,0,3,3,0,1,2,2
"1340",0,0,0,2,2,2,2,1,2
"1341",0,0,0,2,4,3,2,3,0
"1342",0,0,0,2,3,2,3,0,0
"1343",0,0,0,5,0,2,3,1,1
"1344",0,0,0,4,0,3,2,1,3
"1345",0,0,0,2,2,0,1,1,2
"1346",0,0,0,3,2,3,5,2,2
"1347",0,0,0,4,4,2,3,0,5
"1348",0,0,0,2,3,1,2,3,0
"1349",0,0,0,4,0,3,2,3,2
"1350",0,0,0,1,2,2,1,1,1
"1351",0,0,0,1,1,2,5,1,2
"1352",0,0,0,0,3,1,2,3,3
"1353",0,0,0,3,2,3,0,1,1
"1354",0,0,0,3,1,3,3,2,2
"1355",0,0,0,5,6,3,2,2,3
"1356",0,0,0,0,2,3,2,3,1
"1357",0,0,0,2,0,3,1,2,1
"1358",0,0,0,3,2,2,3,1,2
"1359",0,0,0,4,2,0,3,1,2
"1360",0,0,0,3,2,3,1,1,1
"1361",0,0,0,1,2,4,1,2,1
"1362",0,0,0,1,4,1,2,0,2
"1363",0,0,0,2,2,2,4,2,4
"1364",0,0,0,2,1,2,4,0,2
"1365",0,0,0,4,1,2,3,4,1
"1366",0,0,0,1,2,0,2,1,4
"1367",0,0,0,4,2,2,0,0,4
"1368",0,0,0,3,3,5,2,0,1
"1369",0,0,0,3,2,3,5,3,3
"1370",0,0,0,4,1,1,2,3,4
"1371",0,0,0,4,3,3,0,4,4
"1372",0,0,0,0,2,1,0,3,0
"1373",0,0,0,0,2,3,3,1,3
"1374",0,0,0,3,5,2,2,3,1
"1375",0,0,0,2,3,1,2,4,1
"1376",0,0,0,1,4,1,0,2,0
"1377",0,0,0,1,0,1,3,2,3
"1378",0,0,0,3,4,2,1,2,2
"1379",0,0,0,2,6,4,1,7,3
"1380",0,0,0,3,3,4,3,2,3
"1381",0,0,0,2,4,1,4,4,1
"1382",0,0,0,1,3,2,0,2,4
"1383",0,0,0,4,0,3,0,1,1
"1384",0,0,0,2,1,5,2,2,3
"1385",0,0,0,4,5,0,4,1,3
"1386",0,0,0,2,1,0,0,1,2
"1387",0,0,0,2,2,4,1,0,2
"1388",0,0,0,1,2,1,3,4,1
"1389",0,0,0,2,4,0,1,1,4
"1390",0,0,0,1,1,4,0,1,3
"1391",0,0,0,1,2,5,3,1,1
"1392",0,0,0,4,3,1,1,2,2
"1393",0,0,0,4,0,3,2,4,2
"1394",0,0,0,0,2,0,5,2,1
"1395",0,0,0,2,1,3,1,2,0
"1396",0,0,0,3,3,2,1,2,0
"1397",0,0,0,3,1,2,3,6,3
"1398",0,0,0,2,5,3,1,0,1
"1399",0,0,0,2,1,4,1,2,1
"1400",0,0,0,2,1,0,5,0,2
"1401",0,0,0,1,1,6,4,5,0
"1402",0,0,0,3,1,3,2,2,2
"1403",0,0,0,5,0,1,2,3,1
"1404",0,0,0,1,1,5,2,3,2
"1405",0,0,0,5,3,0,2,1,1
"1406",0,0,0,2,3,1,0,1,2
"1407",0,0,0,0,4,1,0,3,2
"1408",0,0,0,0,1,3,4,0,2
"1409",0,0,0,0,4,2,2,2,1
"1410",0,0,0,1,3,4,1,2,1
"1411",0,0,0,2,4,2,1,4,1
"1412",0,0,0,2,2,6,3,0,3
"1413",0,0,0,3,1,4,2,1,4
"1414",0,0,0,1,1,0,1,2,3
"1415",0,0,0,2,0,1,1,3,2
"1416",0,0,0,1,2,5,0,2,1
"1417",0,0,0,1,2,3,2,4,2
"1418",0,0,0,3,5,4,2,1,3
"1419",0,0,0,1,2,3,4,2,4
"1420",0,0,0,0,2,1,0,0,4
"1421",0,0,0,2,3,3,4,1,3
"1422",0,0,0,3,3,3,1,2,0
"1423",0,0,0,4,4,1,0,2,2
"1424",0,0,0,5,2,3,2,2,2
"1425",0,0,0,4,1,4,0,3,1
"1426",0,0,0,2,0,2,3,1,1
"1427",0,0,0,1,0,3,2,1,2
"1428",0,0,0,2,1,3,2,4,0
"1429",0,0,0,4,1,3,2,1,2
"1430",0,0,0,3,1,2,2,2,0
"1431",0,0,0,2,0,3,4,1,2
"1432",0,0,0,7,1,2,3,3,3
"1433",0,0,0,1,5,2,3,2,0
"1434",0,0,0,1,3,3,1,2,2
"1435",0,0,0,5,1,4,4,2,0
"1436",0,0,0,5,1,1,2,5,2
"1437",0,0,0,2,4,2,2,5,1
"1438",0,0,0,1,3,3,0,2,0
"1439",0,0,0,3,1,1,4,0,3
"1440",0,0,0,3,1,1,2,3,1
"1441",0,0,0,2,2,2,1,0,2
"1442",0,0,0,1,2,3,0,2,0
"1443",0,0,0,3,1,0,0,1,1
"1444",0,0,0,4,0,1,3,2,1
"1445",0,0,0,2,1,3,1,2,4
"1446",0,0,0,2,2,1,1,2,4
"1447",0,0,0,1,3,1,2,4,5
"1448",0,0,0,4,1,0,2,2,2
"1449",0,0,0,1,2,0,2,1,1
"1450",0,0,0,3,0,4,2,0,3
"1451",0,0,0,3,2,5,2,2,2
"1452",0,0,0,2,0,4,2,3,3
"1453",0,0,0,4,3,3,2,0,5
"1454",0,0,0,0,2,2,4,2,0
"1455",0,0,0,2,1,1,1,1,3
"1456",0,0,0,1,2,3,4,3,3
"1457",0,0,0,2,1,0,2,1,1
"1458",0,0,0,2,1,0,3,2,0
"1459",0,0,0,3,2,5,2,3,2
"1460",0,0,0,5,0,1,1,1,3
"1461",0,0,0,2,4,1,1,3,0
"1462",0,0,0,3,1,0,1,1,3
"1463",0,0,0,2,0,2,3,3,1
"1464",0,0,0,3,5,1,1,2,3
"1465",0,0,0,4,1,1,0,4,3
"1466",0,0,0,0,2,2,5,1,2
"1467",0,0,0,0,4,1,1,4,4
"1468",0,0,0,4,3,4,2,2,2
"1469",0,0,0,2,1,2,3,3,0
"1470",0,0,0,2,2,1,1,1,2
"1471",0,0,0,5,2,2,3,0,1
"1472",0,0,0,1,2,0,3,1,2
"1473",0,0,0,2,2,1,1,1,3
"1474",0,0,0,4,1,1,3,2,0
"1475",0,0,0,2,1,5,2,1,0
"1476",0,0,0,2,1,3,0,2,4
"1477",0,0,0,3,2,4,1,2,1
"1478",0,0,0,2,4,1,2,2,4
"1479",0,0,0,1,6,0,0,0,6
"1480",0,0,0,2,0,2,4,1,1
"1481",0,0,0,2,1,0,1,0,3
"1482",0,0,0,2,2,2,2,5,1
"1483",0,0,0,6,1,2,0,2,0
"1484",0,0,0,4,4,1,2,2,0
"1485",0,0,0,3,4,3,3,3,1
"1486",0,0,0,1,2,1,4,3,2
"1487",0,0,0,3,2,1,1,1,0
"1488",0,0,0,0,4,0,1,3,2
"1489",0,0,0,5,0,1,5,4,0
"1490",0,0,0,2,4,0,3,3,5
"1491",0,0,0,2,3,2,2,3,3
"1492",0,0,0,3,2,6,2,2,2
"1493",0,0,0,2,4,2,1,1,2
"1494",0,0,0,2,3,5,3,0,2
"1495",0,0,0,2,0,2,3,5,1
"1496",0,0,0,2,0,2,2,1,1
"1497",0,0,0,1,3,2,1,1,1
"1498",0,0,0,2,5,3,3,1,4
"1499",0,0,0,2,2,4,2,0,2
"1500",0,0,0,2,3,0,1,0,2
"1501",0,0,0,4,7,2,3,3,1
"1502",0,0,0,2,3,4,5,0,3
"1503",0,0,0,3,2,2,1,3,2
"1504",0,0,0,1,0,2,2,3,1
"1505",0,0,0,1,3,2,3,3,1
"1506",0,0,0,2,2,3,2,4,2
"1507",0,0,0,6,1,1,0,1,2
"1508",0,0,0,3,2,1,1,0,5
"1509",0,0,0,3,3,0,2,3,3
"1510",0,0,0,1,1,5,0,0,2
"1511",0,0,0,3,3,0,1,1,2
"1512",0,0,0,6,3,0,1,1,1
"1513",0,0,0,3,5,2,5,1,0
"1514",0,0,0,1,1,4,1,2,1
"1515",0,0,0,0,0,3,2,2,2
"1516",0,0,0,0,3,1,4,0,0
"1517",0,0,0,1,2,2,2,2,6
"1518",0,0,0,2,1,3,1,0,1
"1519",0,0,0,3,3,1,1,3,1
"1520",0,0,0,3,1,0,1,0,3
"1521",0,0,0,4,1,0,0,1,1
"1522",0,0,0,0,3,2,0,1,2
"1523",0,0,0,2,3,2,2,3,1
"1524",0,0,0,0,1,1,3,2,6
"1525",0,0,0,4,1,2,1,1,2
"1526",0,0,0,2,3,4,2,0,1
"1527",0,0,0,2,4,1,3,1,1
"1528",0,0,0,3,1,3,2,1,0
"1529",0,0,0,3,1,0,3,3,0
"1530",0,0,0,3,2,3,2,0,2
"1531",0,0,0,2,1,5,3,0,2
"1532",0,0,0,1,0,1,4,3,1
"1533",0,0,0,1,2,2,2,3,2
"1534",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1535",0,0,0,4,4,2,2,3,1
"1536",0,0,0,1,4,2,7,1,1
"1537",0,0,0,2,3,2,2,1,1
"1538",0,0,0,1,4,0,1,3,1
"1539",0,0,0,2,3,0,4,2,1
"1540",0,0,0,3,2,3,1,2,3
"1541",0,0,0,1,3,5,1,2,2
"1542",0,0,0,3,1,3,2,2,1
"1543",0,0,0,3,2,1,5,3,2
"1544",0,0,0,2,0,2,4,1,4
"1545",0,0,0,5,3,2,2,1,1
"1546",0,0,0,4,1,3,2,1,3
"1547",0,0,0,4,2,0,2,2,1
"1548",0,0,0,0,3,0,5,3,5
"1549",0,0,0,4,0,2,1,2,1
"1550",0,0,0,5,1,1,3,1,2
"1551",0,0,0,1,1,0,1,2,1
"1552",0,0,0,2,4,2,3,1,0
"1553",0,0,0,3,0,3,8,1,2
"1554",0,0,0,3,1,2,2,2,2
"1555",0,0,0,2,4,3,3,2,1
"1556",0,0,0,1,4,4,1,1,2
"1557",0,0,0,2,2,1,2,1,3
"1558",0,0,0,0,3,1,2,1,2
"1559",0,0,0,1,1,3,1,2,3
"1560",0,0,0,2,2,3,1,3,2
"1561",0,0,0,1,3,4,2,3,2
"1562",0,0,0,1,2,1,2,4,2
"1563",0,0,0,0,1,1,4,1,0
"1564",0,0,0,1,4,0,1,5,1
"1565",0,0,0,4,0,3,3,2,1
"1566",0,0,0,1,1,0,1,3,3
"1567",0,0,0,2,2,4,1,3,5
"1568",0,0,0,3,2,3,4,2,3
"1569",0,0,0,3,1,3,5,1,2
"1570",0,0,0,6,2,0,2,3,5
"1571",0,0,0,2,0,3,4,4,0
"1572",0,0,0,4,3,4,2,2,3
"1573",0,0,0,2,0,1,3,1,3
"1574",0,0,0,5,4,0,3,0,1
"1575",0,0,0,5,2,2,5,0,1
"1576",0,0,0,2,1,0,2,2,1
"1577",0,0,0,0,3,2,4,1,0
"1578",0,0,0,1,1,2,1,5,0
"1579",0,0,0,2,1,3,3,3,0
"1580",0,0,0,0,2,2,1,0,2
"1581",0,0,0,1,3,4,0,1,4
"1582",0,0,0,2,4,1,3,3,2
"1583",0,0,0,0,2,1,0,3,2
"1584",0,0,0,2,2,2,3,1,1
"1585",0,0,0,2,3,1,7,1,2
"1586",0,0,0,2,0,2,2,2,1
"1587",0,0,0,2,3,1,3,0,1
"1588",0,0,0,3,3,0,4,1,0
"1589",0,0,0,1,1,2,1,1,3
"1590",0,0,0,2,2,3,1,3,2
"1591",0,0,0,3,3,2,1,2,1
"1592",0,0,0,1,3,0,3,3,0
"1593",0,0,0,0,0,6,0,2,1
"1594",0,0,0,3,2,3,4,0,3
"1595",0,0,0,5,2,1,3,1,3
"1596",0,0,0,4,1,2,2,1,1
"1597",0,0,0,3,3,1,0,0,4
"1598",0,0,0,1,2,2,3,4,2
"1599",0,0,0,1,2,1,0,2,1
"1600",0,0,0,0,3,3,0,1,1
"1601",0,0,0,1,3,1,4,1,2
"1602",0,0,0,0,5,2,3,0,2
"1603",0,0,0,2,4,0,1,5,0
"1604",0,0,0,2,2,4,1,0,0
"1605",0,0,0,0,2,3,1,4,1
"1606",0,0,0,3,2,1,1,2,3
"1607",0,0,0,0,2,0,2,2,5
"1608",0,0,0,1,2,1,3,3,0
"1609",0,0,0,0,3,4,6,5,2
"1610",0,0,0,2,3,1,3,3,0
"1611",0,0,0,4,2,1,3,4,0
"1612",0,0,0,2,4,3,1,0,1
"1613",0,0,0,1,4,2,0,0,4
"1614",0,0,0,3,2,1,3,2,0
"1615",0,0,0,1,3,3,1,4,0
"1616",0,0,0,5,1,3,2,2,1
"1617",0,0,0,3,2,3,3,3,3
"1618",0,0,0,3,1,6,1,1,2
"1619",0,0,0,1,5,1,1,0,1
"1620",0,0,0,0,0,3,1,2,2
"1621",0,0,0,3,1,2,0,4,0
"1622",0,0,0,6,3,2,3,3,2
"1623",0,0,0,0,2,3,2,2,1
"1624",0,0,0,2,1,1,3,2,2
"1625",0,0,0,2,3,1,1,2,1
"1626",0,0,0,1,2,4,1,4,1
"1627",0,0,0,2,0,5,5,1,0
"1628",0,0,0,1,4,2,2,2,0
"1629",0,0,0,2,1,2,1,5,4
"1630",0,0,0,1,5,2,5,1,2
"1631",0,0,0,3,1,6,4,0,1
"1632",0,0,0,2,2,4,3,2,2
"1633",0,0,0,1,1,1,2,1,7
"1634",0,0,0,0,2,1,1,1,1
"1635",0,0,0,6,4,0,1,5,0
"1636",0,0,0,1,4,1,4,2,2
"1637",0,0,0,1,1,3,3,2,1
"1638",0,0,0,1,2,1,4,2,1
"1639",0,0,0,3,2,1,1,2,2
"1640",0,0,0,0,3,3,3,2,4
"1641",0,0,0,2,1,2,4,0,2
"1642",0,0,0,1,0,6,0,2,0
"1643",0,0,0,1,1,0,5,2,2
"1644",0,0,0,1,2,2,2,1,4
"1645",0,0,0,1,3,1,5,2,3
"1646",0,0,0,3,2,2,0,1,3
"1647",0,0,0,2,3,3,1,1,3
"1648",0,0,0,4,3,2,2,2,2
"1649",0,0,0,2,2,0,2,1,4
"1650",0,0,0,5,1,6,2,1,0
"1651",0,0,0,3,1,5,2,2,0
"1652",0,0,0,5,2,1,4,1,0
"1653",0,0,0,2,3,1,3,4,0
"1654",0,0,0,2,1,2,2,1,1
"1655",0,0,0,2,3,2,2,3,4
"1656",0,0,0,2,2,4,0,0,0
"1657",0,0,0,3,1,6,2,3,3
"1658",0,0,0,2,1,3,0,5,2
"1659",0,0,0,2,3,2,0,3,1
"1660",0,0,0,2,3,1,2,3,2
"1661",0,0,0,6,3,2,6,1,1
"1662",0,0,0,1,3,3,3,1,2
"1663",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1664",0,0,0,2,1,6,1,5,4
"1665",0,0,0,4,2,1,2,2,0
"1666",0,0,0,3,2,3,3,2,4
"1667",0,0,0,1,2,1,1,3,4
"1668",0,0,0,5,1,2,2,2,2
"1669",0,0,0,1,3,2,1,2,5
"1670",0,0,0,4,5,3,2,3,3
"1671",0,0,0,3,2,3,1,1,3
"1672",0,0,0,4,0,3,0,2,2
"1673",0,0,0,3,1,1,4,2,2
"1674",0,0,0,4,2,1,0,2,5
"1675",0,0,0,3,1,2,2,1,1
"1676",0,0,0,3,1,2,4,4,8
"1677",0,0,0,1,5,4,2,6,0
"1678",0,0,0,1,4,0,0,2,1
"1679",0,0,0,5,3,0,2,0,3
"1680",0,0,0,1,1,2,1,2,2
"1681",0,0,0,3,1,2,2,3,1
"1682",0,0,0,2,0,3,1,3,1
"1683",0,0,0,4,1,3,1,3,2
"1684",0,0,0,5,2,2,3,5,1
"1685",0,0,0,0,1,5,3,0,0
"1686",0,0,0,1,1,1,1,4,3
"1687",0,0,0,1,1,3,1,1,2
"1688",0,0,0,2,3,1,2,3,1
"1689",0,0,0,4,0,1,1,2,0
"1690",0,0,0,3,6,1,0,4,2
"1691",0,0,0,1,2,2,3,3,0
"1692",0,0,0,1,5,1,2,2,0
"1693",0,0,0,2,1,3,1,3,2
"1694",0,0,0,2,4,2,0,1,2
"1695",0,0,0,2,6,1,1,0,2
"1696",0,0,0,2,3,2,4,3,0
"1697",0,0,0,4,2,3,4,2,0
"1698",0,0,0,2,1,3,2,2,4
"1699",0,0,0,3,1,0,2,4,4
"1700",0,0,0,5,1,5,3,3,0
"1701",0,0,0,5,2,4,1,1,0
"1702",0,0,0,4,1,1,6,1,3
"1703",0,0,0,2,2,1,1,0,4
"1704",0,0,0,2,4,2,2,3,1
"1705",0,0,0,5,3,0,3,1,2
"1706",0,0,0,3,4,1,5,2,2
"1707",0,0,0,3,3,2,2,3,2
"1708",0,0,0,4,1,2,5,0,0
"1709",0,0,0,3,2,4,2,2,2
"1710",0,0,0,1,1,2,3,0,1
"1711",0,0,0,3,7,1,0,3,0
"1712",0,0,0,2,0,3,4,2,4
"1713",0,0,0,2,0,2,2,1,3
"1714",0,0,0,3,2,1,4,1,2
"1715",0,0,0,3,1,3,0,1,1
"1716",0,0,0,5,0,4,2,2,3
"1717",0,0,0,3,2,4,3,2,3
"1718",0,0,0,1,1,0,3,2,1
"1719",0,0,0,2,1,3,3,3,0
"1720",0,0,0,3,1,2,4,1,2
"1721",0,0,0,1,2,2,4,2,1
"1722",0,0,0,1,3,3,0,2,1
"1723",0,0,0,2,0,4,1,2,3
"1724",0,0,0,1,2,1,1,2,0
"1725",0,0,0,4,2,2,1,3,3
"1726",0,0,0,2,1,2,0,2,1
"1727",0,0,0,1,1,0,2,2,3
"1728",0,0,0,3,3,2,1,2,1
"1729",0,0,0,3,0,0,1,5,1
"1730",0,0,0,1,1,0,4,2,4
"1731",0,0,0,7,2,3,3,0,1
"1732",0,0,0,0,2,2,6,1,1
"1733",0,0,0,3,1,3,3,1,2
"1734",0,0,0,5,1,0,1,1,3
"1735",0,0,0,0,1,1,4,2,1
"1736",0,0,0,2,1,1,0,4,1
"1737",0,0,0,2,2,2,2,0,1
"1738",0,0,0,0,5,1,2,3,1
"1739",0,0,0,3,4,0,6,6,2
"1740",0,0,0,3,5,4,1,2,3
"1741",0,0,0,1,1,1,2,1,1
"1742",0,0,0,2,0,3,3,1,1
"1743",0,0,0,4,1,3,2,0,1
"1744",0,0,0,0,7,1,4,2,2
"1745",0,0,0,3,3,1,2,2,3
"1746",0,0,0,3,1,2,0,1,3
"1747",0,0,0,4,1,4,1,1,2
"1748",0,0,0,3,2,2,0,1,3
"1749",0,0,0,1,2,3,2,1,0
"1750",0,0,0,0,3,3,1,3,2
"1751",0,0,0,4,3,4,0,1,2
"1752",0,0,0,4,2,4,1,2,2
"1753",0,0,0,0,2,0,3,3,0
"1754",0,0,0,1,3,3,3,3,1
"1755",0,0,0,1,1,3,2,1,2
"1756",0,0,0,5,1,3,3,1,2
"1757",0,0,0,4,5,2,1,1,6
"1758",0,0,0,4,4,3,2,1,2
"1759",0,0,0,2,2,2,1,4,3
"1760",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1761",0,0,0,3,1,3,2,3,3
"1762",0,0,0,2,5,3,0,2,0
"1763",0,0,0,2,3,1,6,1,1
"1764",0,0,0,2,1,1,2,2,1
"1765",0,0,0,2,2,2,3,1,2
"1766",0,0,0,0,1,2,1,2,1
"1767",0,0,0,2,1,4,0,2,3
"1768",0,0,0,2,3,4,0,0,3
"1769",0,0,0,1,0,2,2,2,1
"1770",0,0,0,2,3,0,2,0,1
"1771",0,0,0,3,4,2,2,1,0
"1772",0,0,0,3,5,2,3,2,1
"1773",0,0,0,2,2,4,3,1,1
"1774",0,0,0,2,2,0,1,1,0
"1775",0,0,0,2,3,3,6,2,2
"1776",0,0,0,0,3,1,2,1,3
"1777",0,0,0,3,3,1,1,0,2
"1778",0,0,0,4,2,0,1,1,2
"1779",0,0,0,2,1,1,2,1,1
"1780",0,0,0,6,3,2,1,1,0
"1781",0,0,0,2,0,4,0,2,1
"1782",0,0,0,2,0,3,2,0,0
"1783",0,0,0,2,3,4,1,2,3
"1784",0,0,0,3,4,0,0,2,2
"1785",0,0,0,0,2,3,2,4,3
"1786",0,0,0,3,1,2,1,3,2
"1787",0,0,0,2,3,0,1,2,1
"1788",0,0,0,5,1,2,2,1,0
"1789",0,0,0,7,3,1,2,3,1
"1790",0,0,0,2,3,2,1,4,6
"1791",0,0,0,3,2,0,1,2,2
"1792",0,0,0,3,1,1,1,1,3
"1793",0,0,0,1,5,2,2,2,3
"1794",0,0,0,1,3,1,1,2,1
"1795",0,0,0,2,4,1,1,1,4
"1796",0,0,0,6,0,4,4,2,3
"1797",0,0,0,3,4,5,0,0,2
"1798",0,0,0,4,0,3,1,1,2
"1799",0,0,0,7,0,3,1,0,0
"1800",0,0,0,6,1,1,1,1,2
"1801",0,0,0,1,1,1,3,2,1
"1802",0,0,0,1,3,1,0,1,2
"1803",0,0,0,3,0,2,5,1,2
"1804",0,0,0,0,2,2,0,2,1
"1805",0,0,0,0,3,3,2,1,4
"1806",0,0,0,4,2,3,2,0,1
"1807",0,0,0,2,5,2,5,2,0
"1808",0,0,0,1,4,0,5,2,1
"1809",0,0,0,1,2,3,3,0,2
"1810",0,0,0,2,6,2,1,4,1
"1811",0,0,0,1,6,2,3,1,5
"1812",0,0,0,3,3,1,2,0,1
"1813",0,0,0,3,3,3,1,3,1
"1814",0,0,0,1,0,4,4,5,1
"1815",0,0,0,2,4,1,3,2,0
"1816",0,0,0,1,4,2,1,1,6
"1817",0,0,0,3,0,3,2,1,1
"1818",0,0,0,1,2,5,2,1,0
"1819",0,0,0,5,1,0,3,1,0
"1820",0,0,0,3,2,1,2,1,1
"1821",0,0,0,5,0,2,1,4,1
"1822",0,0,0,4,3,0,2,2,1
"1823",0,0,0,2,3,4,1,2,2
"1824",0,0,0,2,1,3,1,0,3
"1825",0,0,0,1,1,2,2,1,3
"1826",0,0,0,5,3,3,3,0,2
"1827",0,0,0,1,1,2,1,1,6
"1828",0,0,0,4,2,2,3,2,2
"1829",0,0,0,3,3,2,0,2,1
"1830",0,0,0,1,2,2,2,2,2
"1831",0,0,0,1,2,0,2,2,1
"1832",0,0,0,3,2,2,3,1,2
"1833",0,0,0,1,3,0,2,0,1
"1834",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1835",0,0,0,1,3,1,1,2,1
"1836",0,0,0,2,1,3,4,3,4
"1837",0,0,0,2,4,1,3,3,1
"1838",0,0,0,5,2,4,2,1,2
"1839",0,0,0,1,3,3,1,4,2
"1840",0,0,0,3,2,3,4,2,1
"1841",0,0,0,0,3,2,2,0,3
"1842",0,0,0,2,1,5,0,1,0
"1843",0,0,0,1,3,0,2,2,1
"1844",0,0,0,2,3,2,3,2,5
"1845",0,0,0,2,1,2,1,2,1
"1846",0,0,0,1,2,2,1,2,3
"1847",0,0,0,2,2,0,0,3,3
"1848",0,0,0,2,2,1,1,0,1
"1849",0,0,0,4,0,3,2,3,1
"1850",0,0,0,2,1,3,0,2,3
"1851",0,0,0,2,0,2,2,3,2
"1852",0,0,0,2,4,3,0,6,0
"1853",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1854",0,0,0,1,4,2,4,0,1
"1855",0,0,0,1,0,3,0,2,1
"1856",0,0,0,3,2,2,3,3,4
"1857",0,0,0,4,2,1,5,2,1
"1858",0,0,0,3,3,0,3,2,1
"1859",0,0,0,1,5,4,1,2,0
"1860",0,0,0,3,2,1,1,3,3
"1861",0,0,0,4,1,2,0,2,2
"1862",0,0,0,3,2,1,4,1,3
"1863",0,0,0,0,2,2,4,2,1
"1864",0,0,0,0,4,2,1,1,1
"1865",0,0,0,1,0,1,2,1,2
"1866",0,0,0,1,2,2,2,1,0
"1867",0,0,0,4,3,1,2,2,0
"1868",0,0,0,1,1,3,1,4,4
"1869",0,0,0,3,2,1,2,3,0
"1870",0,0,0,2,3,1,0,1,1
"1871",0,0,0,1,0,3,4,0,3
"1872",0,0,0,3,3,1,2,4,1
"1873",0,0,0,1,5,2,4,2,2
"1874",0,0,0,0,2,4,4,4,4
"1875",0,0,0,2,2,2,3,0,0
"1876",0,0,0,1,4,2,2,2,2
"1877",0,0,0,2,1,4,1,1,1
"1878",0,0,0,1,1,1,4,2,4
"1879",0,0,0,3,4,1,2,0,1
"1880",0,0,0,4,3,2,0,0,1
"1881",0,0,0,1,0,6,0,1,1
"1882",0,0,0,5,1,2,1,1,1
"1883",0,0,0,3,1,3,5,2,0
"1884",0,0,0,3,3,2,3,1,2
"1885",0,0,0,1,0,2,1,5,2
"1886",0,0,0,5,3,0,1,1,1
"1887",0,0,0,2,5,1,4,1,5
"1888",0,0,0,2,2,2,1,2,0
"1889",0,0,0,5,2,0,2,1,2
"1890",0,0,0,2,3,5,3,6,2
"1891",0,0,0,5,1,1,5,4,2
"1892",0,0,0,0,0,2,2,3,4
"1893",0,0,0,3,0,2,2,0,2
"1894",0,0,0,2,1,1,4,1,3
"1895",0,0,0,4,1,3,2,1,2
"1896",0,0,0,4,2,1,3,2,2
"1897",0,0,0,4,5,1,3,1,0
"1898",0,0,0,2,4,4,3,3,2
"1899",0,0,0,5,3,4,3,0,4
"1900",0,0,0,3,3,2,3,2,1
"1901",0,0,0,1,0,1,2,3,2
"1902",0,0,0,1,1,4,4,2,1
"1903",0,0,0,4,3,2,0,1,2
"1904",0,0,0,4,1,2,1,3,0
"1905",0,0,0,3,0,1,4,1,5
"1906",0,0,0,2,2,1,2,2,0
"1907",0,0,0,1,0,3,4,1,4
"1908",0,0,0,1,5,3,2,2,2
"1909",0,0,0,2,5,1,1,1,2
"1910",0,0,0,3,2,0,0,1,4
"1911",0,0,0,4,1,2,2,2,3
"1912",0,0,0,1,2,3,2,1,4
"1913",0,0,0,1,2,2,0,3,2
"1914",0,0,0,0,3,1,2,3,1
"1915",0,0,0,0,6,3,3,4,2
"1916",0,0,0,4,1,2,1,2,1
"1917",0,0,0,2,0,5,2,0,2
"1918",0,0,0,1,4,2,0,4,2
"1919",0,0,0,1,1,2,2,3,2
"1920",0,0,0,1,2,1,3,2,1
"1921",0,0,0,2,2,4,1,1,0
"1922",0,0,0,4,0,1,4,0,4
"1923",0,0,0,2,2,1,3,3,2
"1924",0,0,0,3,2,4,0,0,3
"1925",0,0,0,4,3,1,2,1,2
"1926",0,0,0,3,1,1,2,1,1
"1927",0,0,0,3,0,4,3,2,1
"1928",0,0,0,2,1,2,1,1,2
"1929",0,0,0,2,2,2,0,2,4
"1930",0,0,0,2,3,2,1,2,0
"1931",0,0,0,1,3,4,2,0,2
"1932",0,0,0,2,0,2,5,1,1
"1933",0,0,0,1,1,6,1,5,0
"1934",0,0,0,0,2,3,4,1,4
"1935",0,0,0,2,3,4,1,2,1
"1936",0,0,0,4,2,1,2,5,0
"1937",0,0,0,0,1,4,6,1,2
"1938",0,0,0,5,2,1,0,3,1
"1939",0,0,0,0,1,1,2,5,2
"1940",0,0,0,3,2,2,0,1,2
"1941",0,0,0,2,3,2,0,1,3
"1942",0,0,0,0,3,3,3,3,1
